专利号,专利名称,专利类型,申请日,公开日,授权日,专利代理机构,专利法律状态,申请人类型,主申请人名称,主申请人地址,主申请人地址国家,累计被引用量,主分类号,专利分类号,专利分类号数量,国民经济行业分类代码,国民经济行业分类名称,大类,子类别
CN103925065B,自动除尘发动机热管理控制驱动器、控制方法及系统,发明授权,2014-04-04,2014-07-16,2016-04-20,武汉开元知识产权代理有限公司,授权,企业,武汉杜曼智能科技有限公司,430223 湖北省武汉市东湖开发区武汉大学科技园创业楼3068号,CHN,,F01P7/02(2006.01),F01P7/02(2006.01);F01P7/04(2006.01);F04D27/00(2006.01),3.0,3412.0,内燃机及配件制造,发动机制造辅助系统生产,专用技术研发与设计智能装置生产冷却系统生产
CN104494615B,用于漏斗车的端墙与侧墙的强化结构,发明授权,2014-11-28,2015-04-08,2017-02-22,武汉开元知识产权代理有限公司,授权,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,,B61D7/00(2006.01),B61D7/00(2006.01);B61D17/06(2006.01);B61D17/08(2006.01),3.0,3711.0,铁路机车车辆及动车组制造,车身制造,车身壳体生产
CN106514274B,一种顶棚自动化生产线,发明授权,2016-12-26,2017-03-22,2018-10-09,北京市科名专利代理事务所(特殊普通合伙),授权,企业,武汉瑞松北斗汽车装备有限公司,430109 湖北省武汉市经济技术开发区军山街军山创业园6栋2楼,CHN,.,B23P23/06(2006.01),B23P23/06(2006.01),1.0,3421.0,金属切削机床制造,车身制造,内外装饰及附件生产
CN105372062B,基于瞬态电流测汽车空调齿轮系配合性方法、系统及应用,发明授权,2015-11-17,2016-03-02,2018-06-19,武汉河山金堂专利事务所(普通合伙),授权,企业,湖北开特汽车电子电器系统股份有限公司,430064 湖北省武汉市武昌区白沙洲堤后街52号,CHN,.,G01M13/02(2006.01),G01M13/02(2006.01);G01B7/28(2006.01);G01B7/14(2006.01),3.0,4015.0,试验机制造,研发与设计电气设备生产汽车维修与服务,制造工艺研发与设计空调与冰箱生产汽车测试
CN108011574B,双面太阳能电池跟踪支架的面板结构设计方法,发明授权,2017-11-22,2018-05-08,2019-08-20,武汉科皓知识产权代理事务所(特殊普通合伙),授权,企业,国网湖北省电力有限公司,430077 湖北省武汉市洪山区徐东大街341号,CHN,,H02S20/32(2014.01),H02S20/32(2014.01);H02S40/22(2014.01),2.0,3825.0,光伏设备及元器件制造,研发与设计,制造工艺研发与设计
CN103713046B,一种穿孔结构总成隔音量的测量方法和装置,发明授权,2014-01-08,2014-04-09,2017-02-08,武汉开元知识产权代理有限公司,授权,企业,神龙汽车有限公司,430056 湖北省武汉市沌口武汉经济技术开发区技术服务中心,CHN,,G01N29/04(2006.01),G01N29/04(2006.01),1.0,3544.0,制药专用设备制造,研发与设计,汽车测试
CN103900827B,一种电推动模拟油压刹车装置,发明授权,2014-04-02,2014-07-02,2016-06-15,武汉楚天专利事务所,授权,企业,武汉东测科技有限责任公司,430056 湖北省武汉市武汉经济技术开发区新民工业园二栋,CHN,,G01M17/007(2006.01),G01M17/007(2006.01),1.0,4015.0,试验机制造,辅助系统生产,智能装置生产制动系统生产
CN106680803B,飞行避障过程中进行测距模块切换选择的方法及装置,发明授权,2016-12-30,2017-05-17,2019-10-18,北京华沛德权律师事务所,授权,企业,易瓦特科技股份公司,430000 湖北省武汉市江岸区后湖街石桥一路5号4栋1层,CHN,,G01S11/12(2006.01),G01S11/12(2006.01);G01S17/93(2006.01);G01S17/02(2006.01);G01S17/08(2006.01),4.0,3940.0,雷达及配套设备制造,研发与设计辅助系统生产,专用技术研发与设计智能装置生产
CN108644735B,动态信号灯及其控制方法,发明授权,2018-04-25,2018-10-12,2020-03-20,北京邦信阳专利商标代理有限公司,发明专利权授予,企业,东风汽车有限公司,510800 广东省广州市花都区风神大道12号,CHN,.,F21S43/14(2018.01),F21S43/14(2018.01);F21S43/242(2018.01);F21V17/16(2006.01);F21V19/00(2006.01);F21V23/00(2015.01);F21V29/74(2015.01);F21W107/10(2018.01);F21Y115/10(2016.01),8.0,3545.0,照明器具生产专用设备制造,电气设备生产,控制器生产车灯生产
CN111277331B,一种光缆信号传输系统,发明授权,2020-02-29,2020-06-12,2020-10-27,北京中济纬天专利代理有限公司,发明专利权授予,企业,中国通信建设第三工程局有限公司,430000 湖北省武汉市江汉区解放大道784号,CHN,.,H04B10/25(2013.01),H04B10/25(2013.01),1.0,3921.0,通信系统设备制造,电气设备生产,其他用电装置生产
CN105445622B,一种基于预测相移技术改良的阻抗测距方法,发明授权,2015-12-28,2016-03-30,2019-06-25,武汉科皓知识产权代理事务所(特殊普通合伙),授权,企业,武汉精伦电气有限公司,430223 湖北省武汉市东湖新技术开发区光谷大道70号,CHN,,G01R31/08(2006.01),G01R31/08(2006.01),1.0,4090.0,其他仪器仪表制造业,研发与设计,专用技术研发与设计
CN108043817B,一种自动清洁毛坯内腔的装置,发明授权,2017-11-30,2018-05-18,2020-02-14,武汉智权专利代理事务所(特殊普通合伙),发明专利权授予,企业,武汉市恒通诚汽车零部件有限公司,430058 湖北省武汉市蔡甸经济开发区龙王工业园,CHN,.,B08B5/02(2006.01),B08B5/02(2006.01);B08B13/00(2006.01),2.0,3360.0,金属表面处理及热处理加工,车身制造,制造工艺研发与设计
CN104730317B,一种用于高性能矢量变频器的输出电压和频率检测电路,发明授权,2015-03-27,2015-06-24,2017-06-30,北京汇泽知识产权代理有限公司,授权,企业,武汉武新电气科技股份有限公司,430345 湖北省武汉市武湖工业园立山路,CHN,,G01R19/00(2006.01),G01R19/00(2006.01);G01R23/02(2006.01),2.0,4090.0,其他仪器仪表制造业,电气设备生产,电控系统生产
CN107579968B,视频流地址检测方法、装置及服务器,发明授权,2017-08-30,2018-01-12,2018-07-06,北京超凡志成知识产权代理事务所(普通合伙),授权,企业,武汉斗鱼网络科技有限公司,430000 湖北省武汉市东湖开发区软件园东路1号软件产业4.1期B1栋11楼,CHN,.,H04L29/06(2006.01),H04L29/06(2006.01),1.0,3921,通信系统设备制造,研发与设计,专用技术研发与设计
CN105033607B,一种组合式制动梁架的组装装置及方法,发明授权,2015-08-11,2015-11-11,2017-12-12,北京华沛德权律师事务所,授权,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,,B23P19/02(2006.01),B23P19/02(2006.01);B23P11/02(2006.01);B25B11/02(2006.01),3.0,3422.0,金属成形机床制造,整车组装研发与设计,制造工艺研发与设计整车组装
CN104265622B,一种用于混凝土泵电控式砼活塞内润滑系统,发明授权,2014-09-28,2015-01-07,2016-08-17,武汉开元知识产权代理有限公司,专利权的终止,企业,山推楚天工程机械有限公司,430223 湖北省武汉市东湖开发区光谷三路628号,CHN,,F04B53/18(2006.01),F04B53/18(2006.01),1.0,3441.0,泵及真空设备制造,辅助系统生产,润滑系统生产
CN104607724B,钢带边缘毛刺去除及板材表面自动涂油组合机,发明授权,2015-01-27,2015-05-13,2017-01-25,武汉开元知识产权代理有限公司,授权,企业,武汉敏惠汽车零部件有限公司,430056 湖北省武汉市武汉经济开发区枫树二路55号,CHN,,B23D79/02(2006.01),B23D79/02(2006.01);B05B13/00(2006.01);B05B15/04(2006.01),3.0,3429.0,其他金属加工机械制造,车身制造,制造工艺研发与设计
CN104019774B,抽油机光杆位移测试方法及测试装置,发明授权,2014-05-13,2014-09-03,2017-01-11,武汉开元知识产权代理有限公司,授权,企业,湖北江汉石油仪器仪表股份有限公司,430000 湖北省武汉市东湖新技术开发区佛祖岭产业园佛祖岭三路35号,CHN,,G01B13/02(2006.01),G01B13/02(2006.01),1.0,4090.0,其他仪器仪表制造业,研发与设计汽车测试,制造工艺研发与设计汽车测试
CN105047497B,电动汽车电池组单体电芯保护用熔断器,发明授权,2015-08-20,2015-11-11,2018-02-13,广州市红荔专利代理有限公司,授权,企业,武汉标迪电子科技有限公司,430223 湖北省武汉市东湖开发区华工科技园创新基地18号楼403,CHN,.,H01H85/00(2006.01),H01H85/00(2006.01);H01H85/153(2006.01);H01M2/34(2006.01),3.0,3562.0,电子工业专用设备制造,电气设备生产,蓄电池生产
CN105346546B,快速装卸式棚车车体,发明授权,2015-12-01,2016-02-24,2018-01-02,武汉开元知识产权代理有限公司,授权,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,.,B61D17/08(2006.01),B61D17/08(2006.01);B61F1/08(2006.01),2.0,3713.0,铁路机车车辆配件制造,整车组装,车厢生产
CN106638251B,一种用于共振破碎机的振动装置及共振破碎机,发明授权,2015-10-28,2017-05-10,2019-08-27,北京派特恩知识产权代理有限公司,授权,企业,中铁工程机械研究设计院有限公司,430066 湖北省武汉市洪山区徐东大街55号,CHN,,E01C23/12(2006.01),E01C23/12(2006.01),1.0,3513,建筑工程用机械制造,研发与设计整车组装,专用技术研发与设计智能装置生产
CN103941604B,具有电源开关与急停按键复用的工业遥控器及控制方法,发明授权,2014-04-10,2014-07-23,2016-08-17,武汉开元知识产权代理有限公司,授权,企业,武汉杜曼智能科技有限公司,430223 湖北省武汉市东湖开发区武汉大学科技园创业楼3068号,CHN,,G05B19/04(2006.01),G05B19/04(2006.01),1.0,4011.0,工业自动控制系统装置制造,辅助系统生产,智能装置生产控制器生产
CN108082081B,一种控制汽车组合仪表指针归零的方法,发明授权,2017-12-19,2018-05-29,2019-11-08,武汉开元知识产权代理有限公司,授权,企业,东风汽车集团有限公司,430056 湖北省武汉市武汉经济技术开发区东风大道特1号,CHN,,B60R16/023(2006.01),B60R16/023(2006.01),1.0,3660.0,汽车零部件及配件制造,电气设备生产,仪表盘生产
CN110486409B,一种自主调节的列车用磁流变阻尼器,发明授权,2019-08-29,2019-11-22,2020-12-25,北京中济纬天专利代理有限公司,发明专利权授予,企业,武汉中车株机轨道交通装备有限公司,430000 湖北省武汉市江夏区大桥新区星光大道核心工业园,CHN,.,F16F9/53(2006.01),F16F9/53(2006.01);F16F9/32(2006.01);B61F5/42(2006.01),3.0,3483,弹簧制造,辅助系统生产,智能装置生产
CN105414814B,一种车厢端墙与侧墙组装间隙超差的组焊方法,发明授权,2015-12-09,2016-03-23,2017-06-23,北京捷诚信通专利事务所(普通合伙),授权,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,,B23K37/00(2006.01),B23K37/00(2006.01),1.0,3424.0,金属切割及焊接设备制造,研发与设计整车组装,制造工艺研发与设计车厢生产
CN109945982B,一种介质隔离式温度传感器封装结构,发明授权,2019-03-22,2019-06-28,2020-08-14,泉州市兴博知识产权代理事务所(普通合伙),发明专利权授予,企业,武汉优斯特汽车传感器科技有限公司,430000 湖北省武汉市东湖开发区关东科技工业园7-5栋5158室,CHN,.,G01K1/08(2006.01),G01K1/08(2006.01),1.0,4014.0,实验分析仪器制造,电气设备生产,传感器生产
CN109101513B,一种集成多种图片库的方法、存储介质、设备及系统,发明授权,2017-06-21,2018-12-28,2020-10-16,武汉智权专利代理事务所(特殊普通合伙),发明专利权授予,企业,武汉斗鱼网络科技有限公司,430000 湖北省武汉市东湖开发区软件园东路1号软件产业4.1期B1栋11楼,CHN,.,G06F16/51(2019.01),G06F16/51(2019.01);G06F9/448(2018.01),2.0,3911.0,计算机整机制造,研发与设计,专用技术研发与设计
CN103878642B,一种防止工件重复加工、漏加工的方法,发明授权,2014-03-31,2014-06-25,2016-06-29,武汉开元知识产权代理有限公司,授权,企业,神龙汽车有限公司,430056 湖北省武汉市沌口武汉经济技术开发区技术服务中心,CHN,,B23Q17/00(2006.01),B23Q17/00(2006.01),1.0,3425.0,机床附件制造,研发与设计,制造工艺研发与设计
CN105067866B,一种通用电压测试装置,发明授权,2015-08-14,2015-11-18,2017-10-31,武汉东喻专利代理事务所(普通合伙),授权,企业,武汉华中数控股份有限公司,430223 湖北省武汉市东湖开发区华工科技园,CHN,,G01R19/00(2006.01),G01R19/00(2006.01);G01R15/00(2006.01),2.0,4090.0,其他仪器仪表制造业,汽车维修与服务,汽车测试
CN108406113B,黄铜配件激光焊接方法,发明授权,2018-01-29,2018-08-17,2020-10-02,北京汇泽知识产权代理有限公司,发明专利权授予,企业,武汉华工激光工程有限责任公司,430223 湖北省武汉市东湖开发区华中科技大学科技园激光产业园,CHN,.,B23K26/28(2014.01),B23K26/28(2014.01);B23K26/60(2014.01);B23K26/12(2014.01),3.0,3421.0,金属切削机床制造,研发与设计整车组装辅助系统生产,制造工艺研发与设计电气设备生产
CN106052685B,一种两级分离融合的姿态和航向估计方法,发明授权,2016-06-21,2016-10-26,2019-03-12,武汉臻诚专利代理事务所(普通合伙),授权,企业,武汉元生创新科技有限公司,430074 湖北省武汉市东湖开发区东信路数码港E栋二层2256、2266室,CHN,,G01C21/16(2006.01),G01C21/16(2006.01),1.0,4023.0,导航、气象及海洋专用仪器制造,研发与设计,专用技术研发与设计
CN104297562B,一种智能识别式电能表,发明授权,2014-10-23,2015-01-21,2017-08-22,北京汇泽知识产权代理有限公司,授权,企业,武汉盛帆电子股份有限公司,430200 湖北省武汉市江夏区庙山开发区阳光大道9号,CHN,,G01R22/06(2006.01),G01R22/06(2006.01);G01R31/02(2006.01);G01R29/16(2006.01),3.0,4090.0,其他仪器仪表制造业,电气设备生产,传感器生产控制器生产
CN110778714B,一种燃油车挡位识别方法和系统,发明授权,2019-12-31,2020-02-11,2020-04-28,北京汇泽知识产权代理有限公司,发明专利权授予,企业,南斗六星系统集成有限公司,430056 湖北省武汉市武汉经济技术开发区206M地块华中电子商务产业园B3/B5栋1-6层B3/B5-1室,CHN,.,F16H63/42(2006.01),F16H63/42(2006.01);G06K9/62(2006.01),2.0,3459.0,其他传动部件制造,研发与设计电气设备生产,专用技术研发与设计传感器生产控制器生产
CN102806405B,国产08Ni3DR钢薄层多道焊焊接工艺,发明授权,2011-05-31,2012-12-05,2015-01-07,武汉楚天专利事务所,专利权质押合同登记的生效、变更及注销,企业,武汉东海石化重型装备有限公司,430207 湖北省武汉市江夏区郑店黄金工业园,CHN,,B23K9/00(2006.01)I,B23K9/00(2006.01)I;B23K9/235(2006.01)I;B23K33/00(2006.01)I;C21D9/50(2006.01)I,4.0,3424.0,金属切割及焊接设备制造,研发与设计,制造工艺研发与设计
CN110174877B,一种燃料电池涉氢实验室的安全管理系统,发明授权,2019-04-28,2019-08-27,2020-11-27,武汉知产时代知识产权代理有限公司,发明专利权授予,企业,武汉泰歌氢能汽车有限公司,430000 湖北省武汉市东湖新技术开发区未来三路以东、科技五路以南10#研发楼3F,CHN,.,G05B19/418(2006.01),G05B19/418(2006.01);G08B7/06(2006.01);G08B17/06(2006.01);G08B17/10(2006.01);G08B17/12(2006.01);H04L29/08(2006.01),6.0,4011.0,工业自动控制系统装置制造,研发与设计辅助系统生产,专用技术研发与设计汽车安保系统生产
CN104964830B,整车检具仪表板与副仪表板界面仿真模拟块及检测方法,发明授权,2015-07-22,2015-10-07,2017-11-28,武汉开元知识产权代理有限公司,授权,企业,神龙汽车有限公司,430056 湖北省武汉市沌口武汉经济技术开发区技术服务中心,CHN,,G01M17/007(2006.01),G01M17/007(2006.01);G01B5/00(2006.01),2.0,4015.0,试验机制造,研发与设计汽车测试,专用技术研发与设计汽车测试
